subject,eval_index,image_id,margin0_brainret_rank,margin_low_brainret_rank,margin0_winning_impostor_index,margin_low_winning_impostor_index,rank_transition_class,positive_similarity,hardest_impostor_similarity,positive_minus_hardest_margin,delta_positive_similarity,delta_hardest_impostor_similarity,delta_margin,delta_full_pool_rank,image_full_pool_rank_margin0,image_full_pool_rank,delta_image_full_pool_rank,cycle47_stress_image_preserved_or_improved_brain_worse,cycle47_rank1_to_not1,cycle47_not1_to_rank1,teacher_winner_in_target_top1,teacher_winner_in_target_top5,teacher_winner_in_target_top10,teacher_winner_in_target_top50,brain_eval_winner_in_target_top1,brain_eval_winner_in_target_top5,brain_eval_winner_in_target_top10,brain_eval_winner_in_target_top50,teacher_dir_cosine,brain_eval_dir_cosine,enhanced_dir_cosine
7,13,3626,1.0,1.0,316,461,rank1_kept,0.053643405,0.049547806,0.004095599,-0.010853365,-0.0019809417,-0.008872423,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,True,True,True,True,0.019930726,-0.006731218,
7,14,3682,2.0,1.0,685,999,not1_to_rank1,0.04534476,0.04162779,0.003716968,-0.0017723627,-0.0070166737,0.005244311,-1.0,1.0,1.0,0.0,False,0,1,False,False,False,False,False,False,False,False,0.0029216986,-0.07924225,
7,15,3687,11.0,5.0,282,282,not1_kept,0.046542566,0.054761283,-0.008218717,0.0012999661,0.0030313283,-0.0017313622,-6.0,2.0,2.0,0.0,False,0,0,False,False,False,False,False,False,False,False,0.0032186867,-0.11041415,
7,16,3729,69.0,64.0,106,106,not1_kept,0.037907187,0.05256216,-0.014654972,-0.0016639642,-0.0012880489,-0.00037591532,-5.0,3.0,2.0,-1.0,False,0,0,False,False,False,False,False,False,False,False,0.0007265705,-0.074885264,
7,17,3809,5.0,12.0,770,770,not1_kept,0.042293273,0.046620514,-0.0043272413,-0.004567437,-0.0080380775,0.0034706406,7.0,3.0,10.0,7.0,False,0,0,False,False,False,False,False,False,False,False,-0.006807402,-0.16287334,
7,18,3842,3.0,1.0,149,149,not1_to_rank1,0.05535491,0.051242642,0.0041122697,0.002559401,-0.002062142,0.004621543,-2.0,1.0,1.0,0.0,False,0,1,False,False,False,False,False,False,False,True,-0.008644032,0.0124848895,
7,19,3847,22.0,20.0,428,428,not1_kept,0.03233899,0.046961248,-0.014622256,-0.0024871342,-0.004314527,0.0018273927,-2.0,16.0,11.0,-5.0,False,0,0,False,True,True,True,False,False,True,True,-0.0035463471,-0.055822153,
7,20,3856,116.0,118.0,949,949,not1_kept,0.028801417,0.053908877,-0.02510746,-0.002432946,0.00060270354,-0.0030356497,2.0,62.0,65.0,3.0,False,0,0,False,False,False,False,False,False,False,False,0.005433635,-0.066575795,
7,21,3913,1.0,1.0,822,967,rank1_kept,0.054890618,0.05235361,0.0025370084,-0.0015622787,-0.0034437105,0.0018814318,0.0,1.0,1.0,0.0,False,0,0,False,False,False,True,False,False,False,False,0.0012708092,-0.06410466,
7,22,3951,1.0,1.0,791,745,rank1_kept,0.052677136,0.04873301,0.003944125,-0.0052021965,-0.0041252673,-0.0010769293,0.0,2.0,2.0,0.0,False,0,0,False,True,True,True,False,True,True,True,0.009034445,-0.0020562755,
7,23,4051,4.0,5.0,484,484,not1_kept,0.0465349,0.055412553,-0.008877654,-0.0014989935,0.0042914934,-0.005790487,1.0,18.0,13.0,-5.0,True,0,0,False,False,False,True,False,False,False,True,0.009757291,-0.124541804,
7,24,4058,1.0,1.0,270,356,rank1_kept,0.05608799,0.04674806,0.009339929,-0.0011897236,0.00023653358,-0.0014262572,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,0.011373681,-0.13452841,
7,25,4129,313.0,117.0,481,274,not1_kept,0.03329549,0.05447394,-0.02117845,0.0026073456,-0.0028820522,0.005489398,-196.0,20.0,9.0,-11.0,False,0,0,False,False,False,False,False,False,False,False,-0.0056338245,-0.114956856,
7,26,4156,25.0,99.0,717,717,not1_kept,0.03651635,0.0536412,-0.01712485,-0.010478117,-0.010372728,-0.00010538846,74.0,2.0,17.0,15.0,False,0,0,False,True,True,True,False,False,True,True,0.00020555308,-0.16511625,
7,27,4249,1.0,1.0,685,115,rank1_kept,0.061441142,0.04591573,0.015525412,0.0024608746,-0.0017114654,0.00417234,0.0,1.0,1.0,0.0,False,0,0,False,False,False,True,False,False,True,True,-0.007817412,-0.014017823,
7,28,4325,1.0,1.0,180,810,rank1_kept,0.059904784,0.051019788,0.008884996,0.00065622106,0.00040091202,0.00025530905,0.0,2.0,1.0,-1.0,False,0,0,False,False,False,True,False,False,False,True,0.005554635,-0.14003025,
7,29,4423,4.0,8.0,380,967,not1_kept,0.043724272,0.05904397,-0.015319698,-0.0052305236,-0.0015930608,-0.0036374629,4.0,1.0,2.0,1.0,False,0,0,False,False,False,False,False,False,False,True,0.014276279,-0.08736217,
7,30,4436,1.0,1.0,490,490,rank1_kept,0.05173747,0.045720402,0.0060170665,-0.0034975037,-0.0029798225,-0.00051768124,0.0,1.0,1.0,0.0,False,0,0,False,False,False,True,False,False,False,True,0.0009548731,-0.07887628,
7,31,4612,1.0,1.0,760,132,rank1_kept,0.05064403,0.04326181,0.007382218,-0.00082636625,-0.0025996864,0.0017733201,0.0,1.0,1.0,0.0,False,0,0,False,False,False,True,False,False,False,False,0.0012272876,-0.12761883,
7,32,4667,26.0,18.0,146,920,not1_kept,0.02986288,0.042939994,-0.013077114,0.0016894825,-0.0014095865,0.003099069,-8.0,113.0,133.0,20.0,False,0,0,False,False,False,True,False,False,False,False,0.008005163,-0.09005415,
7,33,4690,4.0,4.0,298,208,not1_kept,0.043418974,0.047975678,-0.0045567043,-0.0010699816,-0.0006371252,-0.00043285638,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,0.006281724,-0.09491869,
7,34,4768,18.0,14.0,914,598,not1_kept,0.043422226,0.05100913,-0.007586904,0.0011387914,0.002869375,-0.0017305836,-4.0,8.0,7.0,-1.0,False,0,0,False,False,False,True,True,True,True,True,0.0039068437,-0.045612708,
7,35,4786,1.0,1.0,671,282,rank1_kept,0.04981566,0.044517454,0.0052982047,-0.0057558827,0.0041872896,-0.009943172,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,True,0.018831965,-0.07183633,
7,36,4835,6.0,5.0,923,892,not1_kept,0.046956025,0.052770954,-0.0058149286,0.0009697303,-0.0018900707,0.002859801,-1.0,2.0,1.0,-1.0,False,0,0,False,False,False,True,False,False,False,True,0.0074218605,-0.05705147,
7,37,4869,2.0,4.0,490,490,not1_kept,0.049034756,0.055209704,-0.006174948,-0.007118117,-0.0010089241,-0.006109193,2.0,1.0,1.0,0.0,True,0,0,False,False,False,True,False,False,False,True,0.011283339,-0.11338337,
7,38,4892,17.0,3.0,380,746,not1_kept,0.051988255,0.05322395,-0.0012356937,0.0043045543,-0.0021849498,0.006489504,-14.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,-0.004938243,-0.20521027,
7,39,4930,1.0,1.0,17,17,rank1_kept,0.06927918,0.049364273,0.019914906,-0.0024095476,-0.0018790588,-0.0005304888,0.0,1.0,1.0,0.0,False,0,0,False,False,False,True,False,False,False,True,0.0010522974,-0.075022295,
7,40,5034,1.0,1.0,28,327,rank1_kept,0.058969676,0.048411906,0.010557771,-0.00023617968,-0.0048074424,0.0045712627,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,-0.0054204226,-0.20461012,
7,41,5106,6.0,13.0,28,28,not1_kept,0.040264234,0.05185537,-0.011591136,-0.0054724514,0.00037944317,-0.0058518946,7.0,6.0,10.0,4.0,False,0,0,False,False,False,False,False,False,False,False,0.0111170225,-0.04172174,
7,42,5204,73.0,85.0,923,923,not1_kept,0.03842241,0.05929154,-0.020869132,-0.0013947561,-0.0029125065,0.0015177503,12.0,3.0,2.0,-1.0,True,0,0,False,False,False,False,False,False,False,True,-0.0029699286,-0.088323765,
7,43,5285,1.0,2.0,761,761,rank1_to_not1,0.051499054,0.05238883,-0.0008897744,-0.003990505,-0.0030678026,-0.00092270225,1.0,1.0,1.0,0.0,True,1,0,True,True,True,True,False,False,False,True,0.0017820159,-0.0550005,
7,44,5301,1.0,1.0,208,208,rank1_kept,0.05961157,0.04778011,0.011831459,-0.001804255,0.00035792962,-0.0021621846,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,0.0038059682,-0.114597164,
7,45,5338,13.0,5.0,239,239,not1_kept,0.03435624,0.0471512,-0.01279496,-0.0012717769,-0.0012254529,-4.6323985e-05,-8.0,1.0,2.0,1.0,False,0,0,True,True,True,True,False,True,True,True,9.448378e-05,-0.1531449,
7,46,5427,120.0,50.0,638,655,not1_kept,0.033551615,0.047556806,-0.014005192,0.004067419,-0.0053199045,0.009387324,-70.0,20.0,8.0,-12.0,False,0,0,False,False,False,True,False,False,False,True,0.00013093691,-0.104311004,
7,47,5459,1.0,1.0,380,380,rank1_kept,0.047960423,0.0433095,0.0046509244,0.00012571365,-0.0024941787,0.0026198924,0.0,6.0,4.0,-2.0,False,0,0,False,False,False,False,False,False,False,True,-0.0050432966,-0.07511334,
7,48,5502,384.0,345.0,93,93,not1_kept,0.026617114,0.056712843,-0.03009573,0.0022087917,0.00063522905,0.0015735626,-39.0,111.0,61.0,-50.0,False,0,0,False,False,False,False,False,True,True,True,-0.0028285114,-0.1268828,
7,49,5542,1.0,1.0,244,769,rank1_kept,0.057401244,0.046820063,0.01058118,-0.0014226548,0.0012729503,-0.0026956052,0.0,2.0,1.0,-1.0,False,0,0,False,False,False,False,False,False,False,False,0.010094997,-0.05779148,
7,50,5574,2.0,2.0,178,178,not1_kept,0.05826927,0.05844709,-0.00017781928,-0.000776954,-0.0058736987,0.0050967447,0.0,3.0,4.0,1.0,False,0,0,False,False,False,False,False,False,False,True,-0.009573847,-0.10200352,
7,51,5583,1.0,1.0,897,567,rank1_kept,0.060201798,0.0540064,0.006195396,-0.0023534931,-0.0055560246,0.0032025315,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,True,True,0.009497057,-0.07201816,
7,52,5602,2.0,2.0,922,922,not1_kept,0.04530842,0.05365016,-0.008341741,-0.0027958155,-0.004283961,0.0014881454,0.0,1.0,1.0,0.0,False,0,0,False,True,True,True,False,False,False,True,-0.0027472794,-0.019362137,
7,53,5714,1.0,1.0,153,659,rank1_kept,0.055068552,0.049263243,0.00580531,-0.006342996,-0.0054472573,-0.0008957386,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,True,True,0.0033815852,-0.15065065,
7,54,5878,1.0,1.0,39,39,rank1_kept,0.06774217,0.057940423,0.009801745,-0.0009136796,-0.002286125,0.0013724454,0.0,1.0,1.0,0.0,False,0,0,False,True,True,True,False,False,False,False,-0.0026054892,-0.087632805,
7,55,5890,496.0,378.0,208,208,not1_kept,0.024249038,0.05552319,-0.031274155,-0.0045409054,-0.000984937,-0.0035559703,-118.0,48.0,105.0,57.0,False,0,0,False,False,True,True,False,False,False,False,0.006480281,-0.17423198,
7,56,6132,6.0,4.0,167,167,not1_kept,0.047421362,0.05216346,-0.004742097,0.0010514893,-0.002927713,0.0039792024,-2.0,1.0,1.0,0.0,False,0,0,False,False,False,True,False,False,False,True,-0.007849775,0.011409165,
7,57,6199,1.0,2.0,828,828,rank1_to_not1,0.050119236,0.051168624,-0.0010493882,-0.0073417686,-0.0017538071,-0.0055879615,1.0,2.0,4.0,2.0,False,1,0,False,True,True,True,False,False,False,True,0.012029154,-0.07260145,
7,58,6222,2.0,2.0,520,520,not1_kept,0.048563253,0.05412406,-0.005560808,-0.0035478808,-0.0047892816,0.0012414008,0.0,2.0,2.0,0.0,False,0,0,False,True,True,True,False,True,True,True,-0.0023962338,-0.12090963,
7,59,6431,1.0,1.0,751,751,rank1_kept,0.06571165,0.04429706,0.021414585,0.0024108738,7.080659e-05,0.0023400672,0.0,1.0,1.0,0.0,False,0,0,False,True,True,True,False,True,True,True,-0.00488895,-0.02020853,
7,60,6444,3.0,6.0,263,263,not1_kept,0.038477656,0.047944352,-0.0094666965,-0.004104335,-0.0023934916,-0.0017108433,3.0,1.0,1.0,0.0,True,0,0,False,False,False,False,False,False,True,True,0.0030355672,-0.057563767,
7,61,6489,7.0,5.0,421,172,not1_kept,0.041480526,0.04806272,-0.006582193,-0.0018581748,-0.00095255673,-0.0009056181,-2.0,2.0,2.0,0.0,False,0,0,False,False,False,False,False,False,False,False,0.0020219763,-0.10313386,
7,62,6514,28.0,19.0,28,28,not1_kept,0.03888233,0.055920847,-0.017038517,0.0015873164,0.0010585301,0.00052878633,-9.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,True,-0.0010272852,0.014058473,
7,63,6521,1.0,1.0,778,778,rank1_kept,0.06332363,0.057282645,0.0060409866,-0.002226904,-0.0027859062,0.00055900216,0.0,1.0,1.0,0.0,False,0,0,False,True,True,True,False,False,False,False,-0.001085199,-0.11260979,
7,64,6524,25.0,33.0,493,578,not1_kept,0.035522044,0.047217537,-0.011695493,-0.0010473505,-0.0027418137,0.0016944632,8.0,21.0,9.0,-12.0,True,0,0,False,False,False,True,False,False,False,False,0.008644114,-0.11846468,
7,65,6558,2.0,3.0,146,146,not1_kept,0.04112641,0.045347087,-0.0042206757,-0.004841991,-0.0042087026,-0.0006332882,1.0,2.0,5.0,3.0,False,0,0,False,False,True,True,False,False,False,False,0.0011304058,-0.12469277,
7,66,6640,23.0,37.0,818,818,not1_kept,0.041252296,0.05529351,-0.014041215,-0.0039901435,-0.0028082319,-0.0011819117,14.0,1.0,1.0,0.0,True,0,0,False,False,True,True,False,True,True,True,0.0024216985,-0.06677263,
7,67,6713,1.0,1.0,302,302,rank1_kept,0.057628356,0.04959391,0.008034445,-0.0039879903,0.0002422221,-0.0042302124,0.0,1.0,1.0,0.0,False,0,0,False,False,False,True,True,True,True,True,0.007992176,-0.08639822,
7,68,6801,12.0,22.0,984,984,not1_kept,0.042578653,0.05128673,-0.008708078,-0.0027631111,-0.0046138987,0.0018507876,10.0,1.0,1.0,0.0,True,0,0,False,False,False,False,False,False,True,True,-0.0033437086,-0.09502397,
7,69,7007,25.0,13.0,484,484,not1_kept,0.047668647,0.05825712,-0.010588475,0.002429586,-0.001455985,0.003885571,-12.0,1.0,1.0,0.0,False,0,0,False,False,False,True,False,False,False,True,-0.00794638,-0.06624121,
7,70,7039,1.0,1.0,793,793,rank1_kept,0.06227067,0.051006634,0.011264037,-0.0007893294,-0.002615925,0.0018265955,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,True,-0.003464345,-0.09169161,
7,71,7120,2.0,2.0,681,681,not1_kept,0.0527757,0.057395127,-0.004619427,-0.0065016374,-0.0026112273,-0.00389041,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,True,0.008004184,0.0013562652,
7,72,7207,1.0,1.0,777,777,rank1_kept,0.06930829,0.058239616,0.011068672,0.00094661117,-0.0037940294,0.0047406405,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,True,-0.008120133,-0.1812119,
7,73,7336,3.0,4.0,717,717,not1_kept,0.04924256,0.0530308,-0.0037882403,-0.0053246953,-0.0032182746,-0.0021064207,1.0,2.0,2.0,0.0,True,0,0,False,False,False,True,False,False,False,False,0.0035350218,-0.07983292,
7,74,7366,2.0,3.0,705,200,not1_kept,0.036976334,0.04317328,-0.006196946,-0.0039581396,-0.00039405003,-0.0035640895,1.0,1.0,1.0,0.0,True,0,0,False,False,False,True,False,True,True,True,0.013396706,-0.09164705,
7,75,7409,1.0,1.0,468,468,rank1_kept,0.05285295,0.04360842,0.009244531,-0.007527508,-0.0094417,0.001914192,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,True,-0.0031772642,-0.083835885,
7,76,7418,1.0,1.0,852,852,rank1_kept,0.0534583,0.037866425,0.015591875,-0.0036178753,-0.0064898133,0.002871938,0.0,1.0,1.0,0.0,False,0,0,False,False,True,True,False,False,False,False,-0.005199494,-0.15093604,
7,77,7480,3.0,6.0,300,300,not1_kept,0.04914766,0.05411461,-0.004966948,-0.0031107813,-0.003500037,0.00038925558,3.0,2.0,1.0,-1.0,True,0,0,False,False,False,True,False,False,False,False,-0.0007270153,-0.14806865,
7,78,7654,4.0,3.0,178,788,not1_kept,0.048463482,0.049221255,-0.0007577725,-0.002050668,-0.008389674,0.006339006,-1.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,-0.001647061,-0.13810876,
7,79,7659,1.0,1.0,388,388,rank1_kept,0.047644142,0.037520103,0.010124039,-0.007332526,-0.008335281,0.001002755,0.0,1.0,2.0,1.0,False,0,0,False,False,False,False,True,True,True,True,-0.0018957139,-0.10516862,
7,80,7840,5.0,2.0,346,346,not1_kept,0.04513804,0.047817245,-0.0026792064,0.000914827,-0.0010959096,0.0020107366,-3.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,-0.0035970267,-0.15679024,
7,81,7859,1.0,1.0,509,480,rank1_kept,0.049337503,0.042959753,0.006377749,0.000589855,-0.003163308,0.003753163,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,0.0015325963,-0.08733956,
7,82,7944,1.0,1.0,704,704,rank1_kept,0.06091952,0.0495223,0.01139722,-0.0030820929,-0.0020451993,-0.0010368936,0.0,2.0,1.0,-1.0,False,0,0,False,False,False,True,False,False,False,True,0.0019385685,-0.1075522,
7,83,7948,1.0,1.0,827,827,rank1_kept,0.063077815,0.04630601,0.016771805,0.0054412596,-0.000114664435,0.005555924,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,True,-0.010121832,-0.11300745,
7,84,7954,39.0,27.0,590,590,not1_kept,0.03201692,0.044852335,-0.012835413,-0.0012258478,-0.0049440265,0.0037181787,-12.0,35.0,30.0,-5.0,False,0,0,False,False,False,True,False,False,False,False,-0.0066135256,-0.07790786,
7,85,8006,1.0,1.0,217,217,rank1_kept,0.06317802,0.061390486,0.0017875321,-0.00038561225,0.0017924085,-0.0021780208,0.0,1.0,1.0,0.0,False,0,0,False,True,True,True,False,False,False,True,0.0045741554,-0.12123168,
7,86,8109,3.0,1.0,758,721,not1_to_rank1,0.05500158,0.051242646,0.0037589334,0.004134029,-0.0028715692,0.0070055984,-2.0,1.0,1.0,0.0,False,0,1,False,False,False,True,True,True,True,True,-0.0037235955,-0.050852355,
7,87,8204,1.0,1.0,12,875,rank1_kept,0.0475005,0.04283143,0.0046690702,7.009879e-05,-0.002174642,0.0022447407,0.0,1.0,2.0,1.0,False,0,0,False,True,True,True,False,False,False,False,0.0010851988,-0.1087127,
7,88,8225,1.0,1.0,178,178,rank1_kept,0.06779287,0.048546523,0.019246347,-0.00016658008,-0.003076814,0.002910234,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,True,-0.005371277,-0.1477481,
7,89,8262,455.0,321.0,24,302,not1_kept,0.017640138,0.044722967,-0.027082829,0.00053456053,-0.0036737546,0.0042083133,-134.0,147.0,87.0,-60.0,False,0,0,False,False,False,False,False,False,False,False,-0.0044859876,-0.122674935,
7,90,8274,3.0,2.0,380,250,not1_kept,0.048889853,0.054005176,-0.005115323,0.001173228,0.0039796494,-0.0028064214,-1.0,1.0,1.0,0.0,False,0,0,False,False,True,True,False,True,True,True,0.0068814633,-0.0027349526,
7,91,8318,19.0,23.0,547,208,not1_kept,0.037757605,0.04846103,-0.010703426,-0.0047746785,-0.0063529164,0.0015782379,4.0,1.0,5.0,4.0,False,0,0,False,False,False,False,False,False,False,False,0.005084156,-0.06838661,
7,92,8387,6.0,2.0,67,282,not1_kept,0.043986373,0.04480687,-0.0008204989,0.00049354136,-0.0008335449,0.0013270862,-4.0,14.0,4.0,-10.0,False,0,0,False,False,False,False,False,False,False,False,0.011870712,-0.11343823,
7,93,8394,1.0,1.0,827,788,rank1_kept,0.05397958,0.04301659,0.010962989,-0.005047396,-0.0025870092,-0.0024603866,0.0,1.0,2.0,1.0,False,0,0,False,False,False,False,False,False,False,False,0.012681348,-0.06277988,
7,94,8415,2.0,1.0,540,208,not1_to_rank1,0.05122559,0.048546795,0.0026787966,-0.00048813596,-0.004154034,0.003665898,-1.0,2.0,2.0,0.0,False,0,1,False,False,False,True,False,False,True,True,0.008247382,-0.030388234,
7,95,8435,3.0,5.0,717,655,not1_kept,0.043550532,0.05544664,-0.011896107,-0.0036059506,-0.0010991842,-0.0025067665,2.0,1.0,1.0,0.0,True,0,0,False,False,False,False,False,False,False,True,0.0072989347,-0.10819821,
7,96,8465,7.0,5.0,384,787,not1_kept,0.054599524,0.059176944,-0.0045774207,-0.0010524839,0.0004346259,-0.0014871098,-2.0,2.0,2.0,0.0,False,0,0,False,False,True,True,False,False,True,True,0.0038318336,-0.12189961,
7,97,8509,5.0,5.0,274,737,not1_kept,0.043951087,0.048481014,-0.004529927,0.0018501133,0.002496779,-0.0006466657,0.0,10.0,5.0,-5.0,False,0,0,False,False,False,False,False,False,False,True,0.0058280267,-0.067513615,
7,98,8631,6.0,3.0,875,875,not1_kept,0.05129653,0.056964245,-0.0056677163,-0.003234215,-0.007853437,0.004619222,-3.0,1.0,2.0,1.0,False,0,0,False,False,False,False,False,False,False,False,-0.008730573,-0.13137972,
7,99,8646,25.0,7.0,825,825,not1_kept,0.040583737,0.047523975,-0.006940238,0.0020606555,-0.0022779368,0.0043385923,-18.0,3.0,3.0,0.0,False,0,0,False,False,False,False,False,False,False,False,-0.007465784,-0.13029987,
7,100,8807,1.0,1.0,13,967,rank1_kept,0.06631862,0.051048506,0.015270118,0.003343165,0.0008468181,0.0024963468,0.0,1.0,1.0,0.0,False,0,0,False,False,False,True,False,False,False,False,0.00019015465,-0.062407464,
7,101,8843,4.0,5.0,93,93,not1_kept,0.042775072,0.04829502,-0.005519949,-0.00069601834,0.0011166818,-0.0018127002,1.0,6.0,4.0,-2.0,True,0,0,False,False,False,False,False,False,False,False,0.0030554833,-0.090800196,
7,102,8925,32.0,21.0,567,85,not1_kept,0.042373482,0.055803075,-0.013429593,0.0010003038,-0.0026160777,0.0036163814,-11.0,9.0,4.0,-5.0,False,0,0,False,False,False,False,False,False,True,True,-0.005612576,-0.07981135,
7,103,8933,1.0,3.0,23,588,rank1_to_not1,0.048508897,0.04984782,-0.0013389215,0.0004673563,0.0018996932,-0.0014323369,2.0,4.0,3.0,-1.0,True,1,0,False,False,False,True,True,True,True,True,0.0062681995,-0.051606655,
7,104,9027,2.0,1.0,984,984,not1_to_rank1,0.045516748,0.041712802,0.003803946,-0.0015299208,-0.008311354,0.006781433,-1.0,1.0,1.0,0.0,False,0,1,False,False,False,False,False,False,False,False,-0.011976659,-0.15617749,
7,105,9048,1.0,1.0,752,480,rank1_kept,0.051861845,0.036503598,0.015358247,-0.013245732,-0.004150428,-0.009095304,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,0.030056676,-0.06237346,
7,106,9147,1.0,1.0,541,541,rank1_kept,0.059991844,0.05800006,0.0019917823,-0.0045124963,-0.0035671927,-0.0009453036,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,True,True,True,0.0019250112,-0.027745822,
7,107,9230,1.0,1.0,755,2,rank1_kept,0.06268967,0.044515166,0.018174503,-0.0015498474,-0.0024589375,0.00090909004,0.0,1.0,1.0,0.0,False,0,0,False,False,False,False,False,False,False,False,0.0039443024,-0.122734316,
7,108,9434,1.0,2.0,831,249,rank1_to_not1,0.05264712,0.0527181,-7.0977956e-05,-0.0032033958,-0.002771236,-0.00043215975,1.0,1.0,1.0,0.0,True,1,0,False,False,False,False,True,True,True,True,0.008110523,0.020424243,
7,109,9462,114.0,88.0,923,923,not1_kept,0.029563142,0.04887929,-0.01931615,-0.00035214424,-0.0049480423,0.004595898,-26.0,113.0,84.0,-29.0,False,0,0,False,False,False,False,False,False,False,True,-0.008980511,-0.17890948,
